State,CityID,CityName,Population,MonitoringStation,DistanceFromState,Pollutant,DangerousLevel,AlertMessage
Nagaland,NL10,Kiphire,10000,Kiphire Station,60.4,PM2.5,70,Good
Nagaland,NL11,Shamator,15000,Shamator Station,50.3,CO2,60,Good
Nagaland,NL12,Sadar,12000,Sadar Station,40.2,PM10,50,Good
Nagaland,NL13,Pfütsero,8000,Pfütsero Station,30.3,SO2,40,Good
Nagaland,NL14,Chümoukedima,6000,Chümoukedima Station,20.2,NOx,30,Good
Nagaland,NL15,Tseminyu,4000,Tseminyu Station,10.1,PM2.5,20,Good

Arunachal Pradesh,AR01,Itanagar,140000,Itanagar Station,160.5,PM2.5,170,Unhealthy
Arunachal Pradesh,AR02,Tawang,70000,Tawang Station,150.2,PM10,160,Unhealthy
Arunachal Pradesh,AR03,Pasighat,50000,Pasighat Station,140.4,SO2,150,Unhealthy
Arunachal Pradesh,AR04,Naharlagun,35000,Naharlagun Station,130.1,NOx,140,Unhealthy
Arunachal Pradesh,AR05,Ziro,30000,Ziro Station,120.2,PM2.5,130,Unhealthy
Arunachal Pradesh,AR06,Bomdila,25000,Bomdila Station,110.4,CO2,120,Unhealthy
Arunachal Pradesh,AR07,Tezu,20000,Tezu Station,100.3,PM10,110,Moderate
Arunachal Pradesh,AR08,Aalo,15000,Aalo Station,90.2,SO2,100,Moderate
Arunachal Pradesh,AR09,Seppa,12000,Seppa Station,80.5,NOx,90,Moderate
Arunachal Pradesh,AR10,Rupa,10000,Rupa Station,70.4,PM2.5,80,Moderate
Arunachal Pradesh,AR11,Sagalee,8000,Sagalee Station,60.3,CO2,70,Good
Arunachal Pradesh,AR12,Dirang,7000,Dirang Station,50.2,PM10,60,Good
Arunachal Pradesh,AR13,Koloriang,5000,Koloriang Station,40.1,SO2,50,Good
Arunachal Pradesh,AR14,Namsai,3000,Namsai Station,30.4,NOx,40,Good
Arunachal Pradesh,AR15,Khirkii,2000,Khirkii Station,20.2,PM2.5,30,Good

Mizoram,MZ01,Aizawl,300000,Aizawl Station,150.3,PM2.5,160,Unhealthy
Mizoram,MZ02,Lunglei,100000,Lunglei Station,140.2,PM10,150,Unhealthy
Mizoram,MZ03,Champhai,70000,Champhai Station,130.4,SO2,140,Unhealthy
Mizoram,MZ04,Serchhip,40000,Serchhip Station,120.5,NOx,130,Unhealthy
Mizoram,MZ05,Kolasib,35000,Kolasib Station,110.3,PM2.5,120,Unhealthy
Mizoram,MZ06,Mamit,30000,Mamit Station,100.2,CO2,110,Moderate
Mizoram,MZ07,Siaha,25000,Siaha Station,90.3,PM10,100,Moderate
Mizoram,MZ08,Kolasib,22000,Kolasib Station,80.4,SO2,90,Moderate
Mizoram,MZ09,Hnahthial,15000,Hnahthial Station,70.5,NOx,80,Moderate
Mizoram,MZ10,Lunglei,12000,Lunglei Station,60.6,PM2.5,70,Good
Mizoram,MZ11,Serchhip,11000,Serchhip Station,50.7,CO2,60,Good
Mizoram,MZ12,Saitual,10000,Saitual Station,40.8,PM10,50,Good
Mizoram,MZ13,Khawzawl,8000,Khawzawl Station,30.9,SO2,40,Good
Mizoram,MZ14,Tlabung,7000,Tlabung Station,20.4,NOx,30,Good
Mizoram,MZ15,Zokhawthar,5000,Zokhawthar Station,10.6,PM2.5,20,Good

Tripura,TR01,Agartala,600000,Agartala Station,160.4,PM2.5,170,Unhealthy
Tripura,TR02,Udaipur,100000,Udaipur Station,150.3,PM10,160,Unhealthy
Tripura,TR03,Dharmanagar,70000,Dharmanagar Station,140.2,SO2,150,Unhealthy
Tripura,TR04,Ambassa,60000,Ambassa Station,130.1,NOx,140,Unhealthy
Tripura,TR05,Kailashahar,50000,Kailashahar Station,120.5,PM2.5,130,Unhealthy
Tripura,TR06,Belonia,40000,Belonia Station,110.4,CO2,120,Unhealthy
Tripura,TR07,Agartala,35000,Agartala Station,100.3,PM10,110,Moderate
Tripura,TR08,Sepahijala,30000,Sepahijala Station,90.2,SO2,100,Moderate
Tripura,TR09,Khowai,25000,Khowai Station,80.1,NOx,90,Moderate
Tripura,TR10,Sonamura,20000,Sonamura Station,70.4,PM2.5,80,Moderate
Tripura,TR11,Teliamura,15000,Teliamura Station,60.3,CO2,70,Good
Tripura,TR12,Kakraban,12000,Kakraban Station,50.5,PM10,60,Good
Tripura,TR13,Amarpur,10000,Amarpur Station,40.7,SO2,50,Good
Tripura,TR14,Kamalanagar,9000,Kamalanagar Station,30.9,NOx,40,Good
Tripura,TR15,Bagma,7000,Bagma Station,20.8,PM2.5,30,Good

Sikkim,SK01,Gangtok,200000,Gangtok Station,150.1,PM2.5,160,Unhealthy
Sikkim,SK02,Namchi,80000,Namchi Station,140.2,PM10,150,Unhealthy
Sikkim,SK03,Mangan,35000,Mangan Station,130.4,SO2,140,Unhealthy
Sikkim,SK04,Rangpo,30000,Rangpo Station,120.5,NOx,130,Unhealthy
Sikkim,SK05,Jorethang,25000,Jorethang Station,110.3,PM2.5,120,Unhealthy
Sikkim,SK06,Gyalshing,20000,Gyalshing Station,100.2,CO2,110,Moderate
Sikkim,SK07,Pelling,15000,Pelling Station,90.1,PM10,100,Moderate
Sikkim,SK08,Rimbi,12000,Rimbi Station,80.3,SO2,90,Moderate
Sikkim,SK09,Lachung,10000,Lachung Station,70.5,NOx,80,Moderate
Sikkim,SK10,Mangan,8000,Mangan Station,60.2,PM2.5,70,Good
Sikkim,SK11,Chungthang,6000,Chungthang Station,50.3,CO2,60,Good
Sikkim,SK12,Singhik,5000,Singhik Station,40.5,PM10,50,Good
Sikkim,SK13,Lachen,4000,Lachen Station,30.7,SO2,40,Good
Sikkim,SK14,Rangpo,3000,Rangpo Station,20.4,NOx,30,Good
Sikkim,SK15,Bermiok,2000,Bermiok Station,10.2,PM2.5,20,Good

Goa,GA01,Panaji,115000,Panaji Station,160.4,PM2.5,170,Unhealthy
Goa,GA02,Margao,80000,Margao Station,150.3,PM10,160,Unhealthy
Goa,GA03,Vasco,60000,Vasco Station,140.2,SO2,150,Unhealthy
Goa,GA04,Mapusa,50000,Mapusa Station,130.4,NOx,140,Unhealthy
Goa,GA05,Ponda,45000,Ponda Station,120.5,PM2.5,130,Unhealthy
Goa,GA06,Cortalim,35000,Cortalim Station,110.3,CO2,120,Unhealthy
Goa,GA07,Bicholim,30000,Bicholim Station,100.2,PM10,110,Moderate
Goa,GA08,Quepem,25000,Quepem Station,90.3,SO2,100,Moderate
Goa,GA09,Cavelossim,20000,Cavelossim Station,80.4,NOx,90,Moderate
Goa,GA10,Aldona,15000,Aldona Station,70.5,PM2.5,80,Moderate
Goa,GA11,Benaulim,12000,Benaulim Station,60.2,CO2,70,Good
Goa,GA12,Canacona,10000,Canacona Station,50.1,PM10,60,Good
Goa,GA13,Sanguem,8000,Sanguem Station,40.2,SO2,50,Good
Goa,GA14,Caranzalem,7000,Caranzalem Station,30.3,NOx,40,Good
Goa,GA15,Benaulim,6000,Benaulim Station,20.4,PM2.5,30,Good

Jharkhand,JH01,Ranchi,1150000,Ranchi Station,160.4,PM2.5,170,Unhealthy
Jharkhand,JH02,Jamshedpur,650000,Jamshedpur Station,150.3,PM10,160,Unhealthy
Jharkhand,JH03,Dhanbad,500000,Dhanbad Station,140.2,SO2,150,Unhealthy
Jharkhand,JH04,Bokaro,450000,Bokaro Station,130.3,NOx,140,Unhealthy
Jharkhand,JH05,Hazaribagh,350000,Hazaribagh Station,120.4,PM2.5,130,Unhealthy
Jharkhand,JH06,Giridih,200000,Giridih Station,110.2,CO2,120,Unhealthy
Jharkhand,JH07,Deoghar,150000,Deoghar Station,100.3,PM10,110,Moderate
Jharkhand,JH08,Dumka,100000,Dumka Station,90.2,SO2,100,Moderate
Jharkhand,JH09,Chatra,80000,Chatra Station,80.1,NOx,90,Moderate
Jharkhand,JH10,Latehar,60000,Latehar Station,70.3,PM2.5,80,Moderate
Jharkhand,JH11,Pakur,50000,Pakur Station,60.2,CO2,70,Good
Jharkhand,JH12,Raghunathganj,40000,Raghunathganj Station,50.3,PM10,60,Good
Jharkhand,JH13,Lohardaga,30000,Lohardaga Station,40.1,SO2,50,Good
Jharkhand,JH14,Bermo,25000,Bermo Station,30.2,NOx,40,Good
Jharkhand,JH15,Gumla,20000,Gumla Station,20.3,PM2.5,30,Good

Himachal Pradesh,HP01,Shimla,170000,Shimla Station,160.3,PM2.5,170,Unhealthy
Himachal Pradesh,HP02,Kullu,70000,Kullu Station,150.4,PM10,160,Unhealthy
Himachal Pradesh,HP03,Solan,60000,Solan Station,140.1,SO2,150,Unhealthy
Himachal Pradesh,HP04,Dharamsala,45000,Dharamsala Station,130.3,NOx,140,Unhealthy
Himachal Pradesh,HP05,Mandi,40000,Mandi Station,120.2,PM2.5,130,Unhealthy
Himachal Pradesh,HP06,Hamirpur,35000,Hamirpur Station,110.1,CO2,120,Unhealthy
Himachal Pradesh,HP07,Bilaspur,30000,Bilaspur Station,100.3,PM10,110,Moderate
Himachal Pradesh,HP08,Chamba,25000,Chamba Station,90.4,SO2,100,Moderate
Himachal Pradesh,HP09,Kangra,20000,Kangra Station,80.2,NOx,90,Moderate
Himachal Pradesh,HP10,Nahan,15000,Nahan Station,70.1,PM2.5,80,Moderate
Himachal Pradesh,HP11,Palampur,12000,Palampur Station,60.3,CO2,70,Good
Himachal Pradesh,HP12,Chandigarh,10000,Chandigarh Station,50.2,PM10,60,Good
Himachal Pradesh,HP13,Kasauli,8000,Kasauli Station,40.5,SO2,50,Good
Himachal Pradesh,HP14,Paonta Sahib,7000,Paonta Sahib Station,30.6,NOx,40,Good
Himachal Pradesh,HP15,Renuka,6000,Renuka Station,20.2,PM2.5,30,Good

Jammu and Kashmir,JK01,Srinagar,1200000,Srinagar Station,160.5,PM2.5,170,Unhealthy
Jammu and Kashmir,JK02,Jammu,700000,Jammu Station,150.3,PM10,160,Unhealthy
Jammu and Kashmir,JK03,Anantnag,500000,Anantnag Station,140.2,SO2,150,Unhealthy
Jammu and Kashmir,JK04,Baramulla,450000,Baramulla Station,130.4,NOx,140,Unhealthy
Jammu and Kashmir,JK05,Pulwama,350000,Pulwama Station,120.3,PM2.5,130,Unhealthy
Jammu and Kashmir,JK06,Kathua,300000,Kathua Station,110.2,CO2,120,Unhealthy
Jammu and Kashmir,JK07,Kishtwar,250000,Kishtwar Station,100.4,PM10,110,Moderate
Jammu and Kashmir,JK08,Udhampur,200000,Udhampur Station,90.1,SO2,100,Moderate
Jammu and Kashmir,JK09,Rajouri,150000,Rajouri Station,80.5,NOx,90,Moderate
Jammu and Kashmir,JK10,Doda,120000,Doda Station,70.3,PM2.5,80,Moderate
Jammu and Kashmir,JK11,Poonch,100000,Poonch Station,60.2,CO2,70,Good
Jammu and Kashmir,JK12,Kupwara,80000,Kupwara Station,50.1,PM10,60,Good
Jammu and Kashmir,JK13,Ramban,70000,Ramban Station,40.2,SO2,50,Good
Jammu and Kashmir,JK14,Reasi,60000,Reasi Station,30.3,NOx,40,Good
Jammu and Kashmir,JK15,Banihal,50000,Banihal Station,20.2,PM2.5,30,Good

Ladakh,LA01,Leh,200000,Leh Station,180.4,PM2.5,190,Unhealthy
Ladakh,LA02,Kargil,150000,Kargil Station,170.3,PM10,180,Unhealthy
Ladakh,LA03,Zanskar,50000,Zanskar Station,160.1,SO2,170,Unhealthy
Ladakh,LA04,Nubra Valley,40000,Nubra Valley Station,150.2,NOx,160,Unhealthy
Ladakh,LA05,Padum,30000,Padum Station,140.3,PM2.5,150,Unhealthy
Ladakh,LA06,Diskit,25000,Diskit Station,130.2,CO2,140,Unhealthy
Ladakh,LA07,Turtuk,20000,Turtuk Station,120.1,PM10,130,Moderate
Ladakh,LA08,Pangong,15000,Pangong Station,110.4,SO2,120,Moderate
Ladakh,LA09,Nubra,12000,Nubra Station,100.2,NOx,110,Moderate
Ladakh,LA10,Choglamsar,10000,Choglamsar Station,90.5,PM2.5,100,Moderate
Ladakh,LA11,Khaltsi,8000,Khaltsi Station,80.3,CO2,90,Moderate
Ladakh,LA12,Khalsi,6000,Khalsi Station,70.2,PM10,80,Good
Ladakh,LA13,Siachen,4000,Siachen Station,60.1,SO2,70,Good
Ladakh,LA14,Shyok,3000,Shyok Station,50.4,NOx,60,Good
Ladakh,LA15,Hemis,2000,Hemis Station,40.3,PM2.5,50,Good

Chandigarh,CH01,Chandigarh,1100000,Sector 17 Station,175.5,PM2.5,180,Unhealthy
Chandigarh,CH02,Panchkula,500000,Panchkula Station,165.3,PM10,170,Unhealthy
Chandigarh,CH03,Mohali,150000,Mohali Station,155.2,SO2,160,Unhealthy
Chandigarh,CH04,Kharar,120000,Kharar Station,145.1,NOx,150,Unhealthy
Chandigarh,CH05,Zirakpur,100000,Zirakpur Station,135.4,PM2.5,140,Unhealthy
Chandigarh,CH06,Dera Bassi,90000,Dera Bassi Station,125.2,CO2,130,Unhealthy
Chandigarh,CH07,Chandigarh Cantt,80000,Chandigarh Cantt Station,115.5,PM10,120,Moderate
Chandigarh,CH08,Mullanpur,70000,Mullanpur Station,105.2,SO2,110,Moderate
Chandigarh,CH09,Brahm Sarovar,60000,Brahm Sarovar Station,95.3,NOx,100,Moderate
Chandigarh,CH10,Manimajra,50000,Manimajra Station,85.4,PM2.5,90,Moderate
Chandigarh,CH11,Sukhna Lake,40000,Sukhna Lake Station,75.2,CO2,80,Good
Chandigarh,CH12,Sector 22,30000,Sector 22 Station,65.1,PM10,70,Good
Chandigarh,CH13,Sector 33,20000,Sector 33 Station,55.4,SO2,60,Good
Chandigarh,CH14,Sector 44,10000,Sector 44 Station,45.2,NOx,50,Good
Chandigarh,CH15,Sector 56,5000,Sector 56 Station,35.3,PM2.5,40,Good

Dadra and Nagar Haveli and Daman and Diu,DN01,Daman,130000,Daman Station,150.2,PM2.5,160,Unhealthy
Dadra and Nagar Haveli and Daman and Diu,DN02,Diu,55000,Diu Station,140.3,PM10,150,Unhealthy
Dadra and Nagar Haveli and Daman and Diu,DN03,Silvassa,90000,Silvassa Station,130.1,SO2,140,Unhealthy
Dadra and Nagar Haveli and Daman and Diu,DN04,Amli,50000,Amli Station,120.2,NOx,130,Unhealthy
Dadra and Nagar Haveli and Daman and Diu,DN05,Khanvel,20000,Khanvel Station,110.3,PM2.5,120,Unhealthy
Dadra and Nagar Haveli and Daman and Diu,DN06,Moti Daman,10000,Moti Daman Station,100.4,CO2,110,Unhealthy
Dadra and Nagar Haveli and Daman and Diu,DN07,Nani Daman,8000,Nani Daman Station,90.2,PM10,100,Moderate
Dadra and Nagar Haveli and Daman and Diu,DN08,Magarwada,6000,Magarwada Station,80.1,SO2,90,Moderate
Dadra and Nagar Haveli and Daman and Diu,DN09,Bhimpore,5000,Bhimpore Station,70.4,NOx,80,Moderate
Dadra and Nagar Haveli and Daman and Diu,DN10,Devka Beach,4000,Devka Beach Station,60.2,PM2.5,70,Moderate
Dadra and Nagar Haveli and Daman and Diu,DN11,Daman Ganga,3000,Daman Ganga Station,50.1,CO2,60,Good
Dadra and Nagar Haveli and Daman and Diu,DN12,Saharpada,2000,Saharpada Station,40.3,PM10,50,Good
Dadra and Nagar Haveli and Daman and Diu,DN13,Vangani,1000,Vangani Station,30.2,SO2,40,Good
Dadra and Nagar Haveli and Daman and Diu,DN14,Nagarpalika,800,Nagarpalika Station,20.4,NOx,30,Good
Dadra and Nagar Haveli and Daman and Diu,DN15,Barda,500,Barda Station,10.3,PM2.5,20,Good

Lakshadweep,LK01,Kavaratti,100000,Kavaratti Station,140.5,PM2.5,150,Unhealthy
Lakshadweep,LK02,Agatti,60000,Agatti Station,130.2,PM10,140,Unhealthy
Lakshadweep,LK03,Amini,40000,Amini Station,120.3,SO2,130,Unhealthy
Lakshadweep,LK04,Andrott,25000,Andrott Station,110.4,NOx,120,Unhealthy
Lakshadweep,LK05,Kalapeni,15000,Kalapeni Station,100.1,PM2.5,110,Unhealthy
Lakshadweep,LK06,Kadmat,10000,Kadmat Station,90.3,CO2,100,Unhealthy
Lakshadweep,LK07,Suheli Par,7000,Suheli Par Station,80.5,PM10,90,Moderate
Lakshadweep,LK08,Bennett,5000,Bennett Station,70.2,SO2,80,Moderate
Lakshadweep,LK09,Minicoy,4000,Minicoy Station,60.3,NOx,70,Moderate
Lakshadweep,LK10,Kiltan,3000,Kiltan Station,50.1,PM2.5,60,Moderate
Lakshadweep,LK11,Chetlat,2000,Chetlat Station,40.4,CO2,50,Good
Lakshadweep,LK12,Bitra,1000,Bitra Station,30.2,PM10,40,Good
Lakshadweep,LK13,Kadhmat,800,Kadhmat Station,20.1,SO2,30,Good
Lakshadweep,LK14,Amindivi,600,Amindivi Station,10.5,NOx,20,Good
Lakshadweep,LK15,Kiltan Island,400,Kiltan Island Station,5.2,PM2.5,10,Good

Pondicherry,PY01,Puducherry,950000,Puducherry Station,120.4,PM2.5,130,Unhealthy
Pondicherry,PY02,Karaiyur,80000,Karaiyur Station,110.2,PM10,120,Unhealthy
Pondicherry,PY03,Thirukkanur,70000,Thirukkanur Station,100.3,SO2,110,Unhealthy
Pondicherry,PY04,Kalapet,60000,Kalapet Station,90.1,NOx,100,Moderate
Pondicherry,PY05,Lawspet,50000,Lawspet Station,80.2,PM2.5,90,Moderate
Pondicherry,PY06,Bharathi Park,40000,Bharathi Park Station,70.3,CO2,80,Moderate
Pondicherry,PY07,Puducherry North,30000,Puducherry North Station,60.4,PM10,70,Moderate
Pondicherry,PY08,Thattanchavady,20000,Thattanchavady Station,50.1,SO2,60,Good
Pondicherry,PY09,Indira Gandhi Square,15000,Indira Gandhi Square Station,40.2,NOx,50,Good
Pondicherry,PY10,Chinna Subba,10000,Chinna Subba Station,30.3,PM2.5,40,Good
Pondicherry,PY11,Vanarapet,8000,Vanarapet Station,20.4,CO2,30,Good
Pondicherry,PY12,Thiruvandarkoil,6000,Thiruvandarkoil Station,10.1,PM10,20,Good
Pondicherry,PY13,Puducherry East,4000,Puducherry East Station,5.3,SO2,10,Good
Pondicherry,PY14,Puducherry South,2000,Puducherry South Station,2.2,NOx,5,Good
Pondicherry,PY15,Puducherry West,1000,Puducherry West Station,0.3,PM2.5,0,Good

Delhi,DL01,Delhi,19000000,IIT Delhi Station,200.3,PM2.5,250,Very Unhealthy
Delhi,DL02,New Delhi,11000000,Connaught Place Station,210.4,PM10,240,Very Unhealthy
Delhi,DL03,Dwarka,500000,Dwarka Station,180.2,SO2,220,Unhealthy
Delhi,DL04,Saket,450000,Saket Station,170.3,NOx,210,Unhealthy
Delhi,DL05,Vasant Kunj,400000,Vasant Kunj Station,160.1,PM2.5,200,Unhealthy
Delhi,DL06,Rohini,600000,Rohini Station,150.2,CO2,180,Unhealthy
Delhi,DL07,Mundka,350000,Mundka Station,140.3,PM10,170,Unhealthy
Delhi,DL08,Karol Bagh,300000,Karol Bagh Station,130.4,SO2,160,Unhealthy
Delhi,DL09,Lajpat Nagar,250000,Lajpat Nagar Station,120.5,NOx,150,Unhealthy
Delhi,DL10,Mayur Vihar,200000,Mayur Vihar Station,110.1,PM2.5,140,Unhealthy
Delhi,DL11,Shalimar Bagh,150000,Shalimar Bagh Station,100.2,CO2,130,Unhealthy
Delhi,DL12,Sarai Kale Khan,100000,Sarai Kale Khan Station,90.3,PM10,120,Moderate
Delhi,DL13,Kalkaji,120000,Kalkaji Station,80.4,SO2,110,Moderate
Delhi,DL14,Jasola,80000,Jasola Station,70.1,NOx,100,Moderate
Delhi,DL15,Najafgarh,70000,Najafgarh Station,60.2,PM2.5,90,Moderate

Uttar Pradesh,UP01,Lucknow,3500000,Hazratganj Station,160.4,PM2.5,180,Unhealthy
Uttar Pradesh,UP02,Kanpur,2900000,Ganga Ghat Station,170.5,PM10,200,Unhealthy
Uttar Pradesh,UP03,Varanasi,1200000,Kashi Vishwanath Station,150.3,SO2,190,Unhealthy
Uttar Pradesh,UP04,Agra,1500000,Taj Mahal Station,140.2,NOx,180,Unhealthy
Uttar Pradesh,UP05,Allahabad,1200000,Triveni Sangam Station,130.4,PM2.5,170,Unhealthy
Uttar Pradesh,UP06,Ghaziabad,2200000,Raj Nagar Station,120.3,CO2,160,Unhealthy
Uttar Pradesh,UP07,Meerut,1500000,Meerut City Station,110.5,PM10,150,Unhealthy
Uttar Pradesh,UP08,Bareilly,500000,Bareilly City Station,100.2,SO2,140,Unhealthy
Uttar Pradesh,UP09,Aligarh,800000,Aligarh Station,90.4,NOx,130,Unhealthy
Uttar Pradesh,UP10,Mathura,400000,Mathura City Station,80.1,PM2.5,120,Moderate
Uttar Pradesh,UP11,Rampur,300000,Rampur Station,70.3,CO2,110,Moderate
Uttar Pradesh,UP12,Moradabad,200000,Moradabad City Station,60.4,PM10,100,Moderate
Uttar Pradesh,UP13,Firozabad,250000,Firozabad Station,50.1,SO2,90,Moderate
Uttar Pradesh,UP14,Saharanpur,300000,Saharanpur Station,40.3,NOx,80,Good
Uttar Pradesh,UP15,Etawah,200000,Etawah City Station,30.5,PM2.5,70,Good

Madhya Pradesh,MP01,Bhopal,2400000,Van Vihar Station,150.4,PM2.5,170,Unhealthy
Madhya Pradesh,MP02,Indore,2000000,Indore Station,160.5,PM10,180,Unhealthy
Madhya Pradesh,MP03,Gwalior,1500000,Gwalior Station,140.2,SO2,160,Unhealthy
Madhya Pradesh,MP04,Jabalpur,1400000,Jabalpur Station,130.3,NOx,150,Unhealthy
Madhya Pradesh,MP05,Ujjain,700000,Ujjain Station,120.4,PM2.5,140,Unhealthy
Madhya Pradesh,MP06,Khandwa,600000,Khandwa Station,110.2,CO2,130,Unhealthy
Madhya Pradesh,MP07,Sagar,500000,Sagar Station,100.1,PM10,120,Unhealthy
Madhya Pradesh,MP08,Satna,400000,Satna Station,90.2,SO2,110,Unhealthy
Madhya Pradesh,MP09,Dewas,300000,Dewas Station,80.3,NOx,100,Moderate
Madhya Pradesh,MP10,Chhindwara,250000,Chhindwara Station,70.5,PM2.5,90,Moderate
Madhya Pradesh,MP11,Rajgarh,150000,Rajgarh Station,60.4,CO2,80,Moderate
Madhya Pradesh,MP12,Mandla,120000,Mandla Station,50.2,PM10,70,Good
Madhya Pradesh,MP13,Rewa,100000,Rewa Station,40.5,SO2,60,Good
Madhya Pradesh,MP14,Khargone,80000,Khargone Station,30.2,NOx,50,Good
Madhya Pradesh,MP15,Shivpuri,60000,Shivpuri Station,20.1,PM2.5,40,Good


